path,group_name,target
./data/visdiff-imagenet-r/imagenet-r/n03124170/art_6.jpg,art,cowboy_hat
./data/visdiff-imagenet-r/imagenet-r/n02395406/art_14.jpg,art,hog
./data/visdiff-imagenet-r/imagenet-r/n01882714/art_12.jpg,art,koala
./data/visdiff-imagenet-r/imagenet-r/n01632777/art_9.jpg,art,axolotl
./data/visdiff-imagenet-r/imagenet-r/n04347754/art_6.jpg,art,submarine
./data/visdiff-imagenet-r/imagenet-r/n02226429/art_9.jpg,art,grasshopper
./data/visdiff-imagenet-r/imagenet-r/n04266014/art_3.jpg,art,space_shuttle
./data/visdiff-imagenet-r/imagenet-r/n07614500/art_2.jpg,art,ice_cream
./data/visdiff-imagenet-r/imagenet-r/n02364673/art_11.jpg,art,guinea_pig
./data/visdiff-imagenet-r/imagenet-r/n03272010/art_7.jpg,art,electric_guitar
./data/visdiff-imagenet-r/imagenet-r/n07734744/art_19.jpg,art,mushroom
./data/visdiff-imagenet-r/imagenet-r/n02398521/art_3.jpg,art,hippopotamus
./data/visdiff-imagenet-r/imagenet-r/n03649909/art_5.jpg,art,lawn_mower
./data/visdiff-imagenet-r/imagenet-r/n07697313/art_10.jpg,art,cheeseburger
./data/visdiff-imagenet-r/imagenet-r/n02423022/art_10.jpg,art,gazelle
./data/visdiff-imagenet-r/imagenet-r/n07714571/art_3.jpg,art,head_cabbage
./data/visdiff-imagenet-r/imagenet-r/n02219486/art_3.jpg,art,ant
./data/visdiff-imagenet-r/imagenet-r/n03481172/art_0.jpg,art,hammer
./data/visdiff-imagenet-r/imagenet-r/n01484850/art_16.jpg,art,great_white_shark
./data/visdiff-imagenet-r/imagenet-r/n03594945/art_4.jpg,art,jeep
./data/visdiff-imagenet-r/imagenet-r/n02883205/art_5.jpg,art,bow_tie
./data/visdiff-imagenet-r/imagenet-r/n02106166/art_5.jpg,art,Border_collie
./data/visdiff-imagenet-r/imagenet-r/n02486410/art_3.jpg,art,baboon
./data/visdiff-imagenet-r/imagenet-r/n02841315/art_11.jpg,art,binoculars
./data/visdiff-imagenet-r/imagenet-r/n04536866/art_1.jpg,art,violin
./data/visdiff-imagenet-r/imagenet-r/n02480495/art_0.jpg,art,orangutan
./data/visdiff-imagenet-r/imagenet-r/n02410509/art_0.jpg,art,bison
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_13.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n01484850/art_12.jpg,art,great_white_shark
./data/visdiff-imagenet-r/imagenet-r/n01644373/art_0.jpg,art,tree_frog
./data/visdiff-imagenet-r/imagenet-r/n01518878/art_0.jpg,art,ostrich
./data/visdiff-imagenet-r/imagenet-r/n04146614/art_1.jpg,art,school_bus
./data/visdiff-imagenet-r/imagenet-r/n02138441/art_2.jpg,art,meerkat
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_1.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n02480495/art_10.jpg,art,orangutan
./data/visdiff-imagenet-r/imagenet-r/n02226429/art_7.jpg,art,grasshopper
./data/visdiff-imagenet-r/imagenet-r/n02808440/art_2.jpg,art,bathtub
./data/visdiff-imagenet-r/imagenet-r/n02007558/art_25.jpg,art,flamingo
./data/visdiff-imagenet-r/imagenet-r/n02110958/art_12.jpg,art,pug
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_30.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n04409515/art_5.jpg,art,tennis_ball
./data/visdiff-imagenet-r/imagenet-r/n09472597/art_2.jpg,art,volcano
./data/visdiff-imagenet-r/imagenet-r/n04141076/art_0.jpg,art,sax
./data/visdiff-imagenet-r/imagenet-r/n02106030/art_11.jpg,art,collie
./data/visdiff-imagenet-r/imagenet-r/n02364673/art_3.jpg,art,guinea_pig
./data/visdiff-imagenet-r/imagenet-r/n02939185/art_1.jpg,art,caldron
./data/visdiff-imagenet-r/imagenet-r/n02481823/art_4.jpg,art,chimpanzee
./data/visdiff-imagenet-r/imagenet-r/n02480855/art_4.jpg,art,gorilla
./data/visdiff-imagenet-r/imagenet-r/n07720875/art_17.jpg,art,bell_pepper
./data/visdiff-imagenet-r/imagenet-r/n02909870/art_6.jpg,art,bucket
./data/visdiff-imagenet-r/imagenet-r/n02117135/art_11.jpg,art,hyena
./data/visdiff-imagenet-r/imagenet-r/n02950826/art_1.jpg,art,cannon
./data/visdiff-imagenet-r/imagenet-r/n03481172/art_7.jpg,art,hammer
./data/visdiff-imagenet-r/imagenet-r/n04591713/art_0.jpg,art,wine_bottle
./data/visdiff-imagenet-r/imagenet-r/n01882714/art_14.jpg,art,koala
./data/visdiff-imagenet-r/imagenet-r/n01843383/art_16.jpg,art,toucan
./data/visdiff-imagenet-r/imagenet-r/n02395406/art_10.jpg,art,hog
./data/visdiff-imagenet-r/imagenet-r/n07742313/art_4.jpg,art,Granny_Smith
./data/visdiff-imagenet-r/imagenet-r/n02071294/art_15.jpg,art,killer_whale
./data/visdiff-imagenet-r/imagenet-r/n07753275/art_12.jpg,art,pineapple
./data/visdiff-imagenet-r/imagenet-r/n01694178/art_4.jpg,art,African_chameleon
./data/visdiff-imagenet-r/imagenet-r/n04086273/art_1.jpg,art,revolver
./data/visdiff-imagenet-r/imagenet-r/n02346627/art_6.jpg,art,porcupine
./data/visdiff-imagenet-r/imagenet-r/n01774750/art_2.jpg,art,tarantula
./data/visdiff-imagenet-r/imagenet-r/n07753275/art_9.jpg,art,pineapple
./data/visdiff-imagenet-r/imagenet-r/n02814860/art_16.jpg,art,beacon
./data/visdiff-imagenet-r/imagenet-r/n02814860/art_13.jpg,art,beacon
./data/visdiff-imagenet-r/imagenet-r/n04275548/art_1.jpg,art,spider_web
./data/visdiff-imagenet-r/imagenet-r/n02526121/art_4.jpg,art,eel
./data/visdiff-imagenet-r/imagenet-r/n02445715/art_2.jpg,art,skunk
./data/visdiff-imagenet-r/imagenet-r/n02950826/art_0.jpg,art,cannon
./data/visdiff-imagenet-r/imagenet-r/n02423022/art_7.jpg,art,gazelle
./data/visdiff-imagenet-r/imagenet-r/n04141076/art_9.jpg,art,sax
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_8.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n01843383/art_17.jpg,art,toucan
./data/visdiff-imagenet-r/imagenet-r/n02480495/art_9.jpg,art,orangutan
./data/visdiff-imagenet-r/imagenet-r/n02165456/art_8.jpg,art,ladybug
./data/visdiff-imagenet-r/imagenet-r/n04522168/art_2.jpg,art,vase
./data/visdiff-imagenet-r/imagenet-r/n01910747/art_2.jpg,art,jellyfish
./data/visdiff-imagenet-r/imagenet-r/n02128757/art_0.jpg,art,snow_leopard
./data/visdiff-imagenet-r/imagenet-r/n07753275/art_8.jpg,art,pineapple
./data/visdiff-imagenet-r/imagenet-r/n02206856/art_6.jpg,art,bee
./data/visdiff-imagenet-r/imagenet-r/n02843684/art_1.jpg,art,birdhouse
./data/visdiff-imagenet-r/imagenet-r/n01614925/art_4.jpg,art,bald_eagle
./data/visdiff-imagenet-r/imagenet-r/n07753275/art_1.jpg,art,pineapple
./data/visdiff-imagenet-r/imagenet-r/n03594945/art_2.jpg,art,jeep
./data/visdiff-imagenet-r/imagenet-r/n07920052/art_0.jpg,art,espresso
./data/visdiff-imagenet-r/imagenet-r/n01484850/art_0.jpg,art,great_white_shark
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_0.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n01820546/art_4.jpg,art,lorikeet
./data/visdiff-imagenet-r/imagenet-r/n01806143/art_9.jpg,art,peacock
./data/visdiff-imagenet-r/imagenet-r/n04141076/art_8.jpg,art,sax
./data/visdiff-imagenet-r/imagenet-r/n02138441/art_22.jpg,art,meerkat
./data/visdiff-imagenet-r/imagenet-r/n02236044/art_1.jpg,art,mantis
./data/visdiff-imagenet-r/imagenet-r/n02110185/art_5.jpg,art,Siberian_husky
./data/visdiff-imagenet-r/imagenet-r/n02110185/art_1.jpg,art,Siberian_husky
./data/visdiff-imagenet-r/imagenet-r/n04141076/art_2.jpg,art,sax
./data/visdiff-imagenet-r/imagenet-r/n02066245/art_14.jpg,art,grey_whale
./data/visdiff-imagenet-r/imagenet-r/n04192698/art_3.jpg,art,shield
./data/visdiff-imagenet-r/imagenet-r/n02071294/art_8.jpg,art,killer_whale
./data/visdiff-imagenet-r/imagenet-r/n02106030/art_0.jpg,art,collie
./data/visdiff-imagenet-r/imagenet-r/n01484850/art_6.jpg,art,great_white_shark
./data/visdiff-imagenet-r/imagenet-r/n02066245/art_5.jpg,art,grey_whale
./data/visdiff-imagenet-r/imagenet-r/n03452741/art_4.jpg,art,grand_piano
./data/visdiff-imagenet-r/imagenet-r/n01774750/art_6.jpg,art,tarantula
./data/visdiff-imagenet-r/imagenet-r/n02948072/art_3.jpg,art,candle
./data/visdiff-imagenet-r/imagenet-r/n02843684/art_0.jpg,art,birdhouse
./data/visdiff-imagenet-r/imagenet-r/n07714990/art_2.jpg,art,broccoli
./data/visdiff-imagenet-r/imagenet-r/n04266014/art_0.jpg,art,space_shuttle
./data/visdiff-imagenet-r/imagenet-r/n04552348/art_12.jpg,art,warplane
./data/visdiff-imagenet-r/imagenet-r/n02364673/art_8.jpg,art,guinea_pig
./data/visdiff-imagenet-r/imagenet-r/n01632777/art_3.jpg,art,axolotl
./data/visdiff-imagenet-r/imagenet-r/n02117135/art_9.jpg,art,hyena
./data/visdiff-imagenet-r/imagenet-r/n03930630/art_1.jpg,art,pickup
./data/visdiff-imagenet-r/imagenet-r/n02951358/art_3.jpg,art,canoe
./data/visdiff-imagenet-r/imagenet-r/n07745940/art_7.jpg,art,strawberry
./data/visdiff-imagenet-r/imagenet-r/n02110958/art_6.jpg,art,pug
./data/visdiff-imagenet-r/imagenet-r/n01806143/art_7.jpg,art,peacock
./data/visdiff-imagenet-r/imagenet-r/n04086273/art_2.jpg,art,revolver
./data/visdiff-imagenet-r/imagenet-r/n02437616/art_3.jpg,art,llama
./data/visdiff-imagenet-r/imagenet-r/n03649909/art_1.jpg,art,lawn_mower
./data/visdiff-imagenet-r/imagenet-r/n02138441/art_9.jpg,art,meerkat
./data/visdiff-imagenet-r/imagenet-r/n02129165/art_1.jpg,art,lion
./data/visdiff-imagenet-r/imagenet-r/n02123045/art_8.jpg,art,tabby
./data/visdiff-imagenet-r/imagenet-r/n02123045/art_4.jpg,art,tabby
./data/visdiff-imagenet-r/imagenet-r/n02480495/art_4.jpg,art,orangutan
./data/visdiff-imagenet-r/imagenet-r/n02410509/art_20.jpg,art,bison
./data/visdiff-imagenet-r/imagenet-r/n02129604/art_2.jpg,art,tiger
./data/visdiff-imagenet-r/imagenet-r/n07697313/art_42.jpg,art,cheeseburger
./data/visdiff-imagenet-r/imagenet-r/n02883205/art_4.jpg,art,bow_tie
./data/visdiff-imagenet-r/imagenet-r/n02364673/art_13.jpg,art,guinea_pig
./data/visdiff-imagenet-r/imagenet-r/n02480855/art_0.jpg,art,gorilla
./data/visdiff-imagenet-r/imagenet-r/n03272010/art_8.jpg,art,electric_guitar
./data/visdiff-imagenet-r/imagenet-r/n04141076/art_4.jpg,art,sax
./data/visdiff-imagenet-r/imagenet-r/n02437616/art_5.jpg,art,llama
./data/visdiff-imagenet-r/imagenet-r/n07714990/art_1.jpg,art,broccoli
./data/visdiff-imagenet-r/imagenet-r/n07697313/art_0.jpg,art,cheeseburger
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_28.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n01833805/art_8.jpg,art,hummingbird
./data/visdiff-imagenet-r/imagenet-r/n02206856/art_10.jpg,art,bee
./data/visdiff-imagenet-r/imagenet-r/n07753275/art_3.jpg,art,pineapple
./data/visdiff-imagenet-r/imagenet-r/n07742313/art_0.jpg,art,Granny_Smith
./data/visdiff-imagenet-r/imagenet-r/n02410509/art_4.jpg,art,bison
./data/visdiff-imagenet-r/imagenet-r/n07697313/art_2.jpg,art,cheeseburger
./data/visdiff-imagenet-r/imagenet-r/n03481172/art_2.jpg,art,hammer
./data/visdiff-imagenet-r/imagenet-r/n07697313/art_29.jpg,art,cheeseburger
./data/visdiff-imagenet-r/imagenet-r/n02793495/art_1.jpg,art,barn
./data/visdiff-imagenet-r/imagenet-r/n02480495/art_3.jpg,art,orangutan
./data/visdiff-imagenet-r/imagenet-r/n07753275/art_0.jpg,art,pineapple
./data/visdiff-imagenet-r/imagenet-r/n02130308/art_5.jpg,art,cheetah
./data/visdiff-imagenet-r/imagenet-r/n02769748/art_2.jpg,art,backpack
./data/visdiff-imagenet-r/imagenet-r/n01518878/art_7.jpg,art,ostrich
./data/visdiff-imagenet-r/imagenet-r/n02486410/art_5.jpg,art,baboon
./data/visdiff-imagenet-r/imagenet-r/n03372029/art_3.jpg,art,flute
./data/visdiff-imagenet-r/imagenet-r/n02317335/art_6.jpg,art,starfish
./data/visdiff-imagenet-r/imagenet-r/n07697313/art_15.jpg,art,cheeseburger
./data/visdiff-imagenet-r/imagenet-r/n02802426/art_0.jpg,art,basketball
./data/visdiff-imagenet-r/imagenet-r/n02128385/art_1.jpg,art,leopard
./data/visdiff-imagenet-r/imagenet-r/n02110958/art_13.jpg,art,pug
./data/visdiff-imagenet-r/imagenet-r/n01484850/art_13.jpg,art,great_white_shark
./data/visdiff-imagenet-r/imagenet-r/n07745940/art_14.jpg,art,strawberry
./data/visdiff-imagenet-r/imagenet-r/n01484850/art_17.jpg,art,great_white_shark
./data/visdiff-imagenet-r/imagenet-r/n02814860/art_20.jpg,art,beacon
./data/visdiff-imagenet-r/imagenet-r/n07697313/art_20.jpg,art,cheeseburger
./data/visdiff-imagenet-r/imagenet-r/n02007558/art_0.jpg,art,flamingo
./data/visdiff-imagenet-r/imagenet-r/n03649909/art_4.jpg,art,lawn_mower
./data/visdiff-imagenet-r/imagenet-r/n02481823/art_0.jpg,art,chimpanzee
./data/visdiff-imagenet-r/imagenet-r/n10565667/art_7.jpg,art,scuba_diver
./data/visdiff-imagenet-r/imagenet-r/n02423022/art_15.jpg,art,gazelle
./data/visdiff-imagenet-r/imagenet-r/n02279972/art_17.jpg,art,monarch
./data/visdiff-imagenet-r/imagenet-r/n02317335/art_0.jpg,art,starfish
./data/visdiff-imagenet-r/imagenet-r/n01784675/art_1.jpg,art,centipede
./data/visdiff-imagenet-r/imagenet-r/n01784675/art_4.jpg,art,centipede
./data/visdiff-imagenet-r/imagenet-r/n02481823/art_18.jpg,art,chimpanzee
./data/visdiff-imagenet-r/imagenet-r/n02117135/art_6.jpg,art,hyena
./data/visdiff-imagenet-r/imagenet-r/n02051845/art_11.jpg,art,pelican
./data/visdiff-imagenet-r/imagenet-r/n07720875/art_8.jpg,art,bell_pepper
./data/visdiff-imagenet-r/imagenet-r/n04310018/art_0.jpg,art,steam_locomotive
./data/visdiff-imagenet-r/imagenet-r/n03495258/art_0.jpg,art,harp
./data/visdiff-imagenet-r/imagenet-r/n09472597/art_0.jpg,art,volcano
./data/visdiff-imagenet-r/imagenet-r/n03498962/art_0.jpg,art,hatchet
./data/visdiff-imagenet-r/imagenet-r/n02841315/art_4.jpg,art,binoculars
./data/visdiff-imagenet-r/imagenet-r/n07749582/art_2.jpg,art,lemon
./data/visdiff-imagenet-r/imagenet-r/n02486410/art_1.jpg,art,baboon
./data/visdiff-imagenet-r/imagenet-r/n01694178/art_13.jpg,art,African_chameleon
./data/visdiff-imagenet-r/imagenet-r/n02051845/art_10.jpg,art,pelican
./data/visdiff-imagenet-r/imagenet-r/n02808440/art_3.jpg,art,bathtub
./data/visdiff-imagenet-r/imagenet-r/n01820546/art_3.jpg,art,lorikeet
./data/visdiff-imagenet-r/imagenet-r/n07768694/art_4.jpg,art,pomegranate
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_22.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n01614925/art_7.jpg,art,bald_eagle
./data/visdiff-imagenet-r/imagenet-r/n02423022/art_12.jpg,art,gazelle
./data/visdiff-imagenet-r/imagenet-r/n04086273/art_12.jpg,art,revolver
./data/visdiff-imagenet-r/imagenet-r/n02117135/art_14.jpg,art,hyena
./data/visdiff-imagenet-r/imagenet-r/n02480495/art_1.jpg,art,orangutan
./data/visdiff-imagenet-r/imagenet-r/n03345487/art_0.jpg,art,fire_engine
./data/visdiff-imagenet-r/imagenet-r/n04487394/art_3.jpg,art,trombone
./data/visdiff-imagenet-r/imagenet-r/n03481172/art_1.jpg,art,hammer
./data/visdiff-imagenet-r/imagenet-r/n02398521/art_10.jpg,art,hippopotamus
./data/visdiff-imagenet-r/imagenet-r/n02701002/art_0.jpg,art,ambulance
./data/visdiff-imagenet-r/imagenet-r/n02951358/art_2.jpg,art,canoe
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_14.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n02814860/art_0.jpg,art,beacon
./data/visdiff-imagenet-r/imagenet-r/n01514859/art_8.jpg,art,hen
./data/visdiff-imagenet-r/imagenet-r/n04086273/art_7.jpg,art,revolver
./data/visdiff-imagenet-r/imagenet-r/n01882714/art_6.jpg,art,koala
./data/visdiff-imagenet-r/imagenet-r/n04146614/art_2.jpg,art,school_bus
./data/visdiff-imagenet-r/imagenet-r/n01770393/art_1.jpg,art,scorpion
./data/visdiff-imagenet-r/imagenet-r/n04389033/art_6.jpg,art,tank
./data/visdiff-imagenet-r/imagenet-r/n10565667/art_0.jpg,art,scuba_diver
./data/visdiff-imagenet-r/imagenet-r/n01616318/art_0.jpg,art,vulture
./data/visdiff-imagenet-r/imagenet-r/n01694178/art_12.jpg,art,African_chameleon
./data/visdiff-imagenet-r/imagenet-r/n03775071/art_3.jpg,art,mitten
./data/visdiff-imagenet-r/imagenet-r/n07718472/art_0.jpg,art,cucumber
./data/visdiff-imagenet-r/imagenet-r/n02423022/art_2.jpg,art,gazelle
./data/visdiff-imagenet-r/imagenet-r/n04325704/art_3.jpg,art,stole
./data/visdiff-imagenet-r/imagenet-r/n01694178/art_10.jpg,art,African_chameleon
./data/visdiff-imagenet-r/imagenet-r/n04118538/art_0.jpg,art,rugby_ball
./data/visdiff-imagenet-r/imagenet-r/n02480495/art_13.jpg,art,orangutan
./data/visdiff-imagenet-r/imagenet-r/n03124170/art_8.jpg,art,cowboy_hat
./data/visdiff-imagenet-r/imagenet-r/n07697313/art_14.jpg,art,cheeseburger
./data/visdiff-imagenet-r/imagenet-r/n03272010/art_4.jpg,art,electric_guitar
./data/visdiff-imagenet-r/imagenet-r/n02236044/art_3.jpg,art,mantis
./data/visdiff-imagenet-r/imagenet-r/n02138441/art_6.jpg,art,meerkat
./data/visdiff-imagenet-r/imagenet-r/n02701002/art_5.jpg,art,ambulance
./data/visdiff-imagenet-r/imagenet-r/n02481823/art_5.jpg,art,chimpanzee
./data/visdiff-imagenet-r/imagenet-r/n01531178/art_31.jpg,art,goldfinch
./data/visdiff-imagenet-r/imagenet-r/n02481823/art_2.jpg,art,chimpanzee
./data/visdiff-imagenet-r/imagenet-r/n01518878/art_6.jpg,art,ostrich
./data/visdiff-imagenet-r/imagenet-r/n02106166/art_3.jpg,art,Border_collie
./data/visdiff-imagenet-r/imagenet-r/n02481823/art_12.jpg,art,chimpanzee
./data/visdiff-imagenet-r/imagenet-r/n04325704/art_2.jpg,art,stole
./data/visdiff-imagenet-r/imagenet-r/n01833805/art_4.jpg,art,hummingbird
./data/visdiff-imagenet-r/imagenet-r/n03124170/art_17.jpg,art,cowboy_hat
./data/visdiff-imagenet-r/imagenet-r/n01630670/art_6.jpg,art,common_newt
./data/visdiff-imagenet-r/imagenet-r/n01843383/art_27.jpg,art,toucan
./data/visdiff-imagenet-r/imagenet-r/n02793495/art_0.jpg,art,barn
./data/visdiff-imagenet-r/imagenet-r/n01855672/art_2.jpg,art,goose
./data/visdiff-imagenet-r/imagenet-r/n02206856/art_20.jpg,art,bee
./data/visdiff-imagenet-r/imagenet-r/n02236044/art_7.jpg,art,mantis
./data/visdiff-imagenet-r/imagenet-r/n03775071/art_1.jpg,art,mitten
./data/visdiff-imagenet-r/imagenet-r/n01632777/art_1.jpg,art,axolotl
./data/visdiff-imagenet-r/imagenet-r/n07720875/art_9.jpg,art,bell_pepper
./data/visdiff-imagenet-r/imagenet-r/n02051845/art_5.jpg,art,pelican
./data/visdiff-imagenet-r/imagenet-r/n02110958/art_7.jpg,art,pug
./data/visdiff-imagenet-r/imagenet-r/n03467068/art_2.jpg,art,guillotine
./data/visdiff-imagenet-r/imagenet-r/n03124170/art_11.jpg,art,cowboy_hat
./data/visdiff-imagenet-r/imagenet-r/n02841315/art_5.jpg,art,binoculars
./data/visdiff-imagenet-r/imagenet-r/n03930630/art_5.jpg,art,pickup
./data/visdiff-imagenet-r/imagenet-r/n04310018/art_14.jpg,art,steam_locomotive
./data/visdiff-imagenet-r/imagenet-r/n01855672/art_5.jpg,art,goose
./data/visdiff-imagenet-r/imagenet-r/n02814860/art_7.jpg,art,beacon
./data/visdiff-imagenet-r/imagenet-r/n02066245/art_9.jpg,art,grey_whale
./data/visdiff-imagenet-r/imagenet-r/n01806143/art_6.jpg,art,peacock
