path,group_name
./data/VisDiffBench/imagenetstar/in_the_forest/n03095699_18.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03633091_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04149813_15.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04285008_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04285008_22.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01817953_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04005630_15.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02110185_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04553703_22.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03424325_27.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04447861_01.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02110806_31.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04049303_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03483316_27.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01632777_23.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02099267_15.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02112350_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04086273_11.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04086273_08.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04019541_12.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04019541_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02236044_20.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02236044_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02236044_09.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04392985_01.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04392985_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02106030_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04483307_42.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02086646_17.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02086646_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03240683_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02090622_09.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02892201_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07716906_47.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04461696_13.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04461696_49.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02006656_36.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02006656_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02006656_14.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01829413_17.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04152593_15.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02231487_20.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01630670_14.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04033901_26.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02127052_20.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07718747_38.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02791270_00.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02791270_45.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04442312_11.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02002556_16.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04557648_24.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02097474_18.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02992211_24.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02992211_43.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04070727_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03623198_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02107683_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02860847_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03814906_01.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03814906_40.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01751748_11.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01751748_34.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03837869_20.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03527444_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04376876_42.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01491361_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01945685_43.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02807133_15.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03100240_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03100240_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02808304_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04264628_07.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04355338_35.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02101006_41.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03794056_31.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02815834_36.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02111129_21.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03180011_30.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04067472_41.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02018207_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03584829_47.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03584829_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03584829_17.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03930630_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03930630_21.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02229544_36.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02229544_15.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02951585_49.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02951585_13.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02457408_20.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02123045_21.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04229816_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02100583_43.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02113023_36.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03769881_41.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07753592_39.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03649909_24.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03950228_23.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03450230_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03976657_28.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02100877_14.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03187595_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01744401_28.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03124043_47.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03124043_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03124043_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02098413_22.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02098413_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01917289_01.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02981792_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03085013_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03724870_47.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02268443_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03445777_18.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01883070_49.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03223299_30.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01518878_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02105505_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01984695_03.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02009912_45.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02788148_24.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01494475_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02843684_43.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02843684_23.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03530642_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04462240_08.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04462240_43.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04435653_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04435653_03.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03814639_32.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03109150_42.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03721384_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03781244_04.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03781244_42.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02085936_11.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03598930_03.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03598930_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03404251_00.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03529860_38.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02797295_22.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02111889_00.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01734418_42.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03160309_05.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02979186_23.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02979186_13.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04118776_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04118776_34.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03594734_17.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02641379_10.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02504013_03.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03793489_09.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01601694_18.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01601694_33.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03929855_43.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02363005_01.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02125311_44.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02823428_09.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02025239_14.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04296562_30.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04296562_45.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03617480_08.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03617480_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03617480_42.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04493381_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04251144_44.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04251144_47.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04613696_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02110627_24.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02869837_22.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01843065_06.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01687978_19.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02108422_26.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02108422_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02483708_12.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04486054_17.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04486054_38.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01833805_28.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03832673_37.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01749939_43.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01749939_39.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n01749939_18.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04372370_29.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07716358_08.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07716358_45.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02749479_14.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03763968_03.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02783161_15.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02389026_46.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04286575_34.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07697537_22.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n04423845_25.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02687172_02.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n03444034_09.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n07714990_49.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02488291_44.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02488291_48.jpg,in the forest
./data/VisDiffBench/imagenetstar/in_the_forest/n02488291_35.jpg,in the forest
