path,group_name,subset
./data/lamem/images/00034495.jpg,not memorable,train
./data/lamem/images/00023188.jpg,not memorable,train
./data/lamem/images/00053810.jpg,memorable,train
./data/lamem/images/00025406.jpg,not memorable,train
./data/lamem/images/00024171.jpg,memorable,train
./data/lamem/images/00004100.jpg,memorable,train
./data/lamem/images/00050092.jpg,memorable,train
./data/lamem/images/00016716.jpg,memorable,train
./data/lamem/images/00026835.jpg,not memorable,train
./data/lamem/images/00033577.jpg,not memorable,train
./data/lamem/images/00001187.jpg,not memorable,train
./data/lamem/images/00020348.jpg,not memorable,train
./data/lamem/images/00014365.jpg,memorable,train
./data/lamem/images/00054738.jpg,memorable,train
./data/lamem/images/00035408.jpg,not memorable,train
./data/lamem/images/00009891.jpg,not memorable,train
./data/lamem/images/00015610.jpg,memorable,train
./data/lamem/images/00023689.jpg,memorable,train
./data/lamem/images/00007578.jpg,not memorable,train
./data/lamem/images/00033773.jpg,not memorable,train
./data/lamem/images/00037867.jpg,not memorable,train
./data/lamem/images/00007854.jpg,not memorable,train
./data/lamem/images/00031168.jpg,not memorable,train
./data/lamem/images/00024721.jpg,not memorable,train
./data/lamem/images/00025076.jpg,memorable,train
./data/lamem/images/00012989.jpg,memorable,train
./data/lamem/images/00030445.jpg,not memorable,train
./data/lamem/images/00018277.jpg,not memorable,train
./data/lamem/images/00033888.jpg,not memorable,train
./data/lamem/images/00025539.jpg,memorable,train
./data/lamem/images/00034208.jpg,not memorable,train
./data/lamem/images/00039538.jpg,not memorable,train
./data/lamem/images/00000092.jpg,memorable,train
./data/lamem/images/00038135.jpg,not memorable,train
./data/lamem/images/00000705.jpg,not memorable,train
./data/lamem/images/00003152.jpg,memorable,train
./data/lamem/images/00014430.jpg,not memorable,train
./data/lamem/images/00009167.jpg,memorable,train
./data/lamem/images/00051880.jpg,not memorable,train
./data/lamem/images/00050762.jpg,not memorable,train
./data/lamem/images/00018426.jpg,memorable,train
./data/lamem/images/00018982.jpg,memorable,train
./data/lamem/images/00009660.jpg,not memorable,train
./data/lamem/images/00055658.jpg,memorable,train
./data/lamem/images/00032251.jpg,memorable,train
./data/lamem/images/00021374.jpg,memorable,train
./data/lamem/images/00053440.jpg,memorable,train
./data/lamem/images/00019386.jpg,memorable,train
./data/lamem/images/00008537.jpg,not memorable,train
./data/lamem/images/00049415.jpg,memorable,train
./data/lamem/images/00030000.jpg,not memorable,train
./data/lamem/images/00003852.jpg,not memorable,train
./data/lamem/images/00049338.jpg,memorable,train
./data/lamem/images/00028483.jpg,memorable,train
./data/lamem/images/00011617.jpg,not memorable,train
./data/lamem/images/00056111.jpg,memorable,train
./data/lamem/images/00024569.jpg,not memorable,train
./data/lamem/images/00038352.jpg,not memorable,train
./data/lamem/images/00002175.jpg,memorable,train
./data/lamem/images/00005617.jpg,not memorable,train
./data/lamem/images/00036521.jpg,not memorable,train
./data/lamem/images/00013913.jpg,memorable,train
./data/lamem/images/00031720.jpg,not memorable,train
./data/lamem/images/00034343.jpg,not memorable,train
./data/lamem/images/00004543.jpg,memorable,train
./data/lamem/images/00010608.jpg,not memorable,train
./data/lamem/images/00009350.jpg,not memorable,train
./data/lamem/images/00025826.jpg,memorable,train
./data/lamem/images/00019259.jpg,not memorable,train
./data/lamem/images/00021793.jpg,not memorable,train
./data/lamem/images/00049544.jpg,not memorable,train
./data/lamem/images/00051848.jpg,memorable,train
./data/lamem/images/00036356.jpg,not memorable,train
./data/lamem/images/00050377.jpg,memorable,train
./data/lamem/images/00022567.jpg,memorable,train
./data/lamem/images/00004310.jpg,not memorable,train
./data/lamem/images/00054583.jpg,memorable,train
./data/lamem/images/00024144.jpg,memorable,train
./data/lamem/images/00004232.jpg,not memorable,train
./data/lamem/images/00009788.jpg,not memorable,train
./data/lamem/images/00004946.jpg,memorable,train
./data/lamem/images/00007342.jpg,not memorable,train
./data/lamem/images/00052014.jpg,memorable,train
./data/lamem/images/00033099.jpg,memorable,train
./data/lamem/images/00025917.jpg,memorable,train
./data/lamem/images/00023515.jpg,not memorable,train
./data/lamem/images/00008915.jpg,not memorable,train
./data/lamem/images/00045252.jpg,not memorable,train
./data/lamem/images/00011732.jpg,memorable,train
./data/lamem/images/00006797.jpg,not memorable,train
./data/lamem/images/00012557.jpg,not memorable,train
./data/lamem/images/00008269.jpg,not memorable,train
./data/lamem/images/00030388.jpg,memorable,train
./data/lamem/images/00001829.jpg,not memorable,train
./data/lamem/images/00020517.jpg,memorable,train
./data/lamem/images/00037466.jpg,not memorable,train
./data/lamem/images/00029241.jpg,not memorable,train
./data/lamem/images/00035357.jpg,not memorable,train
./data/lamem/images/00031019.jpg,not memorable,train
./data/lamem/images/00037226.jpg,not memorable,train
./data/lamem/images/00003319.jpg,not memorable,train
./data/lamem/images/00025223.jpg,memorable,train
./data/lamem/images/00054094.jpg,memorable,train
./data/lamem/images/00025137.jpg,memorable,train
./data/lamem/images/00052108.jpg,memorable,train
./data/lamem/images/00009117.jpg,memorable,train
./data/lamem/images/00027093.jpg,memorable,train
./data/lamem/images/00005536.jpg,not memorable,train
./data/lamem/images/00048854.jpg,memorable,train
./data/lamem/images/00024839.jpg,memorable,train
./data/lamem/images/00007703.jpg,memorable,train
./data/lamem/images/00010614.jpg,memorable,train
./data/lamem/images/00003329.jpg,memorable,train
./data/lamem/images/00004591.jpg,not memorable,train
./data/lamem/images/00005913.jpg,memorable,train
./data/lamem/images/00030853.jpg,not memorable,train
./data/lamem/images/00019273.jpg,not memorable,train
./data/lamem/images/00041593.jpg,not memorable,train
./data/lamem/images/00032831.jpg,memorable,train
./data/lamem/images/00036560.jpg,not memorable,train
./data/lamem/images/00007440.jpg,memorable,train
./data/lamem/images/00018095.jpg,memorable,train
./data/lamem/images/00008096.jpg,not memorable,train
./data/lamem/images/00027531.jpg,not memorable,train
./data/lamem/images/00042644.jpg,not memorable,train
./data/lamem/images/00019105.jpg,memorable,train
./data/lamem/images/00036115.jpg,not memorable,train
./data/lamem/images/00032558.jpg,not memorable,train
./data/lamem/images/00015814.jpg,not memorable,train
./data/lamem/images/00016801.jpg,memorable,train
./data/lamem/images/00032818.jpg,not memorable,train
./data/lamem/images/00038491.jpg,not memorable,train
./data/lamem/images/00028881.jpg,memorable,train
./data/lamem/images/00013253.jpg,memorable,train
./data/lamem/images/00022724.jpg,not memorable,train
./data/lamem/images/00002549.jpg,memorable,train
./data/lamem/images/00002072.jpg,not memorable,train
./data/lamem/images/00018953.jpg,memorable,train
./data/lamem/images/00030722.jpg,memorable,train
./data/lamem/images/00007256.jpg,not memorable,train
./data/lamem/images/00009394.jpg,memorable,train
./data/lamem/images/00013070.jpg,memorable,train
./data/lamem/images/00001503.jpg,not memorable,train
./data/lamem/images/00033851.jpg,not memorable,train
./data/lamem/images/00035645.jpg,not memorable,train
./data/lamem/images/00025086.jpg,memorable,train
./data/lamem/images/00050969.jpg,memorable,train
./data/lamem/images/00020244.jpg,memorable,train
./data/lamem/images/00011841.jpg,not memorable,train
./data/lamem/images/00055357.jpg,memorable,train
./data/lamem/images/00016215.jpg,memorable,train
./data/lamem/images/00038033.jpg,not memorable,train
./data/lamem/images/00052687.jpg,memorable,train
./data/lamem/images/00040859.jpg,memorable,train
./data/lamem/images/00025470.jpg,not memorable,train
./data/lamem/images/00017102.jpg,not memorable,train
./data/lamem/images/00055436.jpg,memorable,train
./data/lamem/images/00043583.jpg,memorable,train
./data/lamem/images/00032680.jpg,not memorable,train
./data/lamem/images/00007322.jpg,memorable,train
./data/lamem/images/00030811.jpg,memorable,train
./data/lamem/images/00007376.jpg,not memorable,train
./data/lamem/images/00034917.jpg,not memorable,train
./data/lamem/images/00021915.jpg,memorable,train
./data/lamem/images/00028011.jpg,memorable,train
./data/lamem/images/00053543.jpg,memorable,train
./data/lamem/images/00024400.jpg,not memorable,train
./data/lamem/images/00018970.jpg,memorable,train
./data/lamem/images/00013401.jpg,not memorable,train
./data/lamem/images/00014363.jpg,memorable,train
./data/lamem/images/00050600.jpg,not memorable,train
./data/lamem/images/00024517.jpg,memorable,train
./data/lamem/images/00006414.jpg,not memorable,train
./data/lamem/images/00025906.jpg,not memorable,train
./data/lamem/images/00044071.jpg,not memorable,train
./data/lamem/images/00007241.jpg,memorable,train
./data/lamem/images/00025559.jpg,not memorable,train
./data/lamem/images/00014581.jpg,not memorable,train
./data/lamem/images/00040614.jpg,not memorable,train
./data/lamem/images/00012572.jpg,not memorable,train
./data/lamem/images/00027057.jpg,memorable,train
./data/lamem/images/00013074.jpg,memorable,train
./data/lamem/images/00025160.jpg,memorable,train
./data/lamem/images/00004950.jpg,memorable,train
./data/lamem/images/00030564.jpg,not memorable,train
./data/lamem/images/00030293.jpg,not memorable,train
./data/lamem/images/00052856.jpg,not memorable,train
./data/lamem/images/00004135.jpg,not memorable,train
./data/lamem/images/00003643.jpg,not memorable,train
./data/lamem/images/00038553.jpg,not memorable,train
./data/lamem/images/00019094.jpg,memorable,train
./data/lamem/images/00000006.jpg,memorable,train
./data/lamem/images/00027323.jpg,memorable,train
./data/lamem/images/00020502.jpg,not memorable,train
./data/lamem/images/00034024.jpg,memorable,train
./data/lamem/images/00003006.jpg,not memorable,train
./data/lamem/images/00027836.jpg,not memorable,train
./data/lamem/images/00054170.jpg,not memorable,train
./data/lamem/images/00010054.jpg,not memorable,train
./data/lamem/images/00038327.jpg,not memorable,train
./data/lamem/images/00015943.jpg,memorable,train
./data/lamem/images/00035450.jpg,not memorable,train
./data/lamem/images/00024597.jpg,memorable,train
./data/lamem/images/00009946.jpg,not memorable,train
./data/lamem/images/00025337.jpg,memorable,train
./data/lamem/images/00057135.jpg,memorable,train
./data/lamem/images/00016744.jpg,not memorable,train
./data/lamem/images/00020411.jpg,memorable,train
./data/lamem/images/00040036.jpg,not memorable,train
./data/lamem/images/00022752.jpg,memorable,train
./data/lamem/images/00053536.jpg,memorable,train
./data/lamem/images/00028226.jpg,memorable,train
./data/lamem/images/00000789.jpg,not memorable,train
./data/lamem/images/00056610.jpg,memorable,train
./data/lamem/images/00020879.jpg,memorable,train
./data/lamem/images/00007126.jpg,memorable,train
./data/lamem/images/00047034.jpg,not memorable,train
./data/lamem/images/00033744.jpg,not memorable,train
./data/lamem/images/00035495.jpg,memorable,train
./data/lamem/images/00004644.jpg,not memorable,train
./data/lamem/images/00049348.jpg,memorable,train
./data/lamem/images/00014943.jpg,not memorable,train
./data/lamem/images/00045130.jpg,memorable,train
./data/lamem/images/00056497.jpg,memorable,train
./data/lamem/images/00036463.jpg,not memorable,train
./data/lamem/images/00023254.jpg,memorable,train
./data/lamem/images/00026414.jpg,memorable,train
./data/lamem/images/00001431.jpg,memorable,train
./data/lamem/images/00044863.jpg,memorable,train
./data/lamem/images/00006514.jpg,not memorable,train
./data/lamem/images/00004474.jpg,memorable,train
./data/lamem/images/00013954.jpg,not memorable,train
./data/lamem/images/00049264.jpg,memorable,train
./data/lamem/images/00036109.jpg,not memorable,train
./data/lamem/images/00034067.jpg,not memorable,train
./data/lamem/images/00023712.jpg,memorable,train
./data/lamem/images/00038384.jpg,not memorable,train
./data/lamem/images/00011710.jpg,not memorable,train
./data/lamem/images/00018940.jpg,memorable,train
./data/lamem/images/00024041.jpg,not memorable,train
./data/lamem/images/00054393.jpg,memorable,train
./data/lamem/images/00048578.jpg,not memorable,train
./data/lamem/images/00022981.jpg,memorable,train
./data/lamem/images/00034055.jpg,not memorable,train
./data/lamem/images/00005452.jpg,not memorable,train
./data/lamem/images/00020684.jpg,not memorable,train
./data/lamem/images/00026667.jpg,not memorable,train
./data/lamem/images/00012274.jpg,memorable,train
./data/lamem/images/00007922.jpg,memorable,train
./data/lamem/images/00001624.jpg,not memorable,train
./data/lamem/images/00020856.jpg,not memorable,train
./data/lamem/images/00056432.jpg,memorable,train
./data/lamem/images/00004835.jpg,memorable,train
./data/lamem/images/00049371.jpg,memorable,train
./data/lamem/images/00052760.jpg,memorable,train
./data/lamem/images/00045878.jpg,not memorable,train
./data/lamem/images/00051558.jpg,not memorable,train
./data/lamem/images/00036366.jpg,not memorable,train
./data/lamem/images/00028443.jpg,memorable,train
./data/lamem/images/00023823.jpg,not memorable,train
./data/lamem/images/00030490.jpg,memorable,train
./data/lamem/images/00030194.jpg,not memorable,train
./data/lamem/images/00036174.jpg,not memorable,train
./data/lamem/images/00002946.jpg,not memorable,train
./data/lamem/images/00033898.jpg,not memorable,train
./data/lamem/images/00012847.jpg,memorable,train
./data/lamem/images/00030160.jpg,not memorable,train
./data/lamem/images/00029775.jpg,memorable,train
./data/lamem/images/00016800.jpg,not memorable,train
./data/lamem/images/00036969.jpg,not memorable,train
./data/lamem/images/00014045.jpg,memorable,train
./data/lamem/images/00006831.jpg,not memorable,train
./data/lamem/images/00053458.jpg,memorable,train
./data/lamem/images/00003383.jpg,not memorable,train
./data/lamem/images/00008738.jpg,not memorable,train
./data/lamem/images/00054148.jpg,not memorable,train
./data/lamem/images/00042458.jpg,not memorable,train
./data/lamem/images/00000869.jpg,memorable,train
./data/lamem/images/00007048.jpg,memorable,train
./data/lamem/images/00031905.jpg,not memorable,train
./data/lamem/images/00035712.jpg,not memorable,train
./data/lamem/images/00025305.jpg,not memorable,train
./data/lamem/images/00037710.jpg,not memorable,train
./data/lamem/images/00006555.jpg,not memorable,train
./data/lamem/images/00035582.jpg,not memorable,train
./data/lamem/images/00036783.jpg,memorable,train
./data/lamem/images/00024337.jpg,memorable,train
./data/lamem/images/00042798.jpg,not memorable,train
./data/lamem/images/00016599.jpg,memorable,train
./data/lamem/images/00008115.jpg,not memorable,train
./data/lamem/images/00028214.jpg,memorable,train
./data/lamem/images/00029361.jpg,not memorable,train
./data/lamem/images/00049341.jpg,memorable,train
./data/lamem/images/00058625.jpg,not memorable,train
./data/lamem/images/00020937.jpg,memorable,train
./data/lamem/images/00035277.jpg,not memorable,train
./data/lamem/images/00018119.jpg,not memorable,train
./data/lamem/images/00056855.jpg,not memorable,train
./data/lamem/images/00045159.jpg,not memorable,train
./data/lamem/images/00021318.jpg,memorable,train
./data/lamem/images/00023737.jpg,not memorable,train
./data/lamem/images/00012372.jpg,memorable,train
./data/lamem/images/00043047.jpg,memorable,train
./data/lamem/images/00005717.jpg,not memorable,train
./data/lamem/images/00042092.jpg,memorable,train
./data/lamem/images/00038868.jpg,not memorable,train
./data/lamem/images/00025940.jpg,memorable,train
./data/lamem/images/00017708.jpg,not memorable,train
./data/lamem/images/00029789.jpg,memorable,train
./data/lamem/images/00011766.jpg,not memorable,train
./data/lamem/images/00041963.jpg,memorable,train
./data/lamem/images/00018957.jpg,memorable,train
./data/lamem/images/00057188.jpg,memorable,train
./data/lamem/images/00005651.jpg,memorable,train
./data/lamem/images/00003420.jpg,memorable,train
./data/lamem/images/00005612.jpg,memorable,train
./data/lamem/images/00006393.jpg,memorable,train
./data/lamem/images/00019135.jpg,not memorable,train
./data/lamem/images/00024291.jpg,memorable,train
./data/lamem/images/00039941.jpg,memorable,train
./data/lamem/images/00049162.jpg,memorable,train
./data/lamem/images/00028701.jpg,not memorable,train
./data/lamem/images/00035947.jpg,not memorable,train
./data/lamem/images/00057608.jpg,not memorable,train
./data/lamem/images/00032099.jpg,not memorable,train
./data/lamem/images/00000269.jpg,not memorable,train
./data/lamem/images/00014953.jpg,not memorable,train
./data/lamem/images/00008217.jpg,not memorable,train
./data/lamem/images/00038358.jpg,not memorable,train
./data/lamem/images/00026649.jpg,not memorable,train
./data/lamem/images/00031880.jpg,not memorable,train
./data/lamem/images/00035269.jpg,not memorable,train
./data/lamem/images/00031889.jpg,memorable,train
./data/lamem/images/00045656.jpg,memorable,train
./data/lamem/images/00034513.jpg,not memorable,train
./data/lamem/images/00055485.jpg,memorable,train
./data/lamem/images/00019161.jpg,not memorable,train
./data/lamem/images/00029924.jpg,not memorable,train
./data/lamem/images/00016880.jpg,not memorable,train
./data/lamem/images/00031351.jpg,memorable,train
./data/lamem/images/00013882.jpg,not memorable,train
./data/lamem/images/00001008.jpg,memorable,train
./data/lamem/images/00016667.jpg,memorable,train
./data/lamem/images/00004593.jpg,not memorable,train
./data/lamem/images/00026716.jpg,not memorable,train
./data/lamem/images/00034830.jpg,not memorable,train
./data/lamem/images/00006979.jpg,not memorable,train
./data/lamem/images/00038095.jpg,not memorable,train
./data/lamem/images/00013263.jpg,not memorable,train
./data/lamem/images/00043963.jpg,memorable,train
./data/lamem/images/00034192.jpg,not memorable,train
./data/lamem/images/00032339.jpg,not memorable,train
./data/lamem/images/00033845.jpg,not memorable,train
./data/lamem/images/00027512.jpg,memorable,train
./data/lamem/images/00052578.jpg,not memorable,train
./data/lamem/images/00024792.jpg,memorable,train
./data/lamem/images/00016419.jpg,not memorable,train
./data/lamem/images/00051121.jpg,memorable,train
./data/lamem/images/00050117.jpg,memorable,train
./data/lamem/images/00019175.jpg,not memorable,train
./data/lamem/images/00055904.jpg,not memorable,train
./data/lamem/images/00034491.jpg,not memorable,train
./data/lamem/images/00018197.jpg,memorable,train
./data/lamem/images/00056264.jpg,memorable,train
./data/lamem/images/00053347.jpg,memorable,train
./data/lamem/images/00003175.jpg,not memorable,train
./data/lamem/images/00033993.jpg,not memorable,train
./data/lamem/images/00035683.jpg,not memorable,train
./data/lamem/images/00031404.jpg,not memorable,train
./data/lamem/images/00037690.jpg,not memorable,train
./data/lamem/images/00023754.jpg,memorable,train
./data/lamem/images/00054174.jpg,not memorable,train
./data/lamem/images/00034519.jpg,not memorable,train
./data/lamem/images/00013720.jpg,not memorable,train
./data/lamem/images/00049429.jpg,memorable,train
./data/lamem/images/00038333.jpg,not memorable,train
./data/lamem/images/00033662.jpg,not memorable,train
./data/lamem/images/00053193.jpg,memorable,train
./data/lamem/images/00010316.jpg,memorable,train
./data/lamem/images/00009009.jpg,memorable,train
./data/lamem/images/00004916.jpg,memorable,train
./data/lamem/images/00014659.jpg,not memorable,train
./data/lamem/images/00028581.jpg,memorable,train
./data/lamem/images/00003637.jpg,not memorable,train
./data/lamem/images/00018331.jpg,not memorable,train
./data/lamem/images/00042549.jpg,memorable,train
./data/lamem/images/00052945.jpg,memorable,train
./data/lamem/images/00025541.jpg,memorable,train
./data/lamem/images/00058432.jpg,memorable,train
./data/lamem/images/00041853.jpg,memorable,train
./data/lamem/images/00009727.jpg,memorable,train
./data/lamem/images/00047457.jpg,not memorable,train
./data/lamem/images/00031145.jpg,not memorable,train
./data/lamem/images/00024801.jpg,memorable,train
./data/lamem/images/00045634.jpg,not memorable,train
./data/lamem/images/00035648.jpg,not memorable,train
./data/lamem/images/00034567.jpg,not memorable,train
./data/lamem/images/00043228.jpg,not memorable,train
./data/lamem/images/00035881.jpg,not memorable,train
./data/lamem/images/00050399.jpg,not memorable,train
./data/lamem/images/00023743.jpg,not memorable,train
./data/lamem/images/00045501.jpg,memorable,train
./data/lamem/images/00016044.jpg,not memorable,train
./data/lamem/images/00024981.jpg,not memorable,train
./data/lamem/images/00032864.jpg,not memorable,train
./data/lamem/images/00013398.jpg,memorable,train
./data/lamem/images/00022687.jpg,not memorable,train
./data/lamem/images/00025726.jpg,not memorable,train
./data/lamem/images/00000105.jpg,not memorable,train
./data/lamem/images/00024775.jpg,not memorable,train
./data/lamem/images/00011270.jpg,memorable,train
./data/lamem/images/00037801.jpg,not memorable,train
./data/lamem/images/00012148.jpg,not memorable,train
./data/lamem/images/00002013.jpg,not memorable,train
./data/lamem/images/00022473.jpg,memorable,train
./data/lamem/images/00043235.jpg,memorable,train
./data/lamem/images/00008311.jpg,memorable,train
./data/lamem/images/00000883.jpg,not memorable,train
./data/lamem/images/00028057.jpg,not memorable,train
./data/lamem/images/00055259.jpg,memorable,train
./data/lamem/images/00027962.jpg,not memorable,train
./data/lamem/images/00051350.jpg,memorable,train
./data/lamem/images/00022154.jpg,memorable,train
./data/lamem/images/00030021.jpg,not memorable,train
./data/lamem/images/00011362.jpg,not memorable,train
./data/lamem/images/00037286.jpg,not memorable,train
./data/lamem/images/00055086.jpg,memorable,train
./data/lamem/images/00007891.jpg,not memorable,train
./data/lamem/images/00009447.jpg,not memorable,train
./data/lamem/images/00000360.jpg,memorable,train
./data/lamem/images/00033797.jpg,not memorable,train
./data/lamem/images/00032298.jpg,memorable,train
./data/lamem/images/00024829.jpg,memorable,train
./data/lamem/images/00012692.jpg,memorable,train
./data/lamem/images/00036625.jpg,not memorable,train
./data/lamem/images/00004921.jpg,memorable,train
./data/lamem/images/00028311.jpg,not memorable,train
./data/lamem/images/00007161.jpg,not memorable,train
./data/lamem/images/00012391.jpg,memorable,train
./data/lamem/images/00054769.jpg,memorable,train
./data/lamem/images/00050822.jpg,not memorable,train
./data/lamem/images/00034162.jpg,not memorable,train
./data/lamem/images/00005097.jpg,memorable,train
./data/lamem/images/00026098.jpg,not memorable,train
./data/lamem/images/00037751.jpg,not memorable,train
./data/lamem/images/00013518.jpg,not memorable,train
./data/lamem/images/00021427.jpg,memorable,train
./data/lamem/images/00006244.jpg,memorable,train
./data/lamem/images/00017526.jpg,memorable,train
./data/lamem/images/00014821.jpg,not memorable,train
./data/lamem/images/00010340.jpg,not memorable,train
./data/lamem/images/00030349.jpg,memorable,train
./data/lamem/images/00054333.jpg,not memorable,train
./data/lamem/images/00023644.jpg,memorable,train
./data/lamem/images/00002194.jpg,not memorable,train
./data/lamem/images/00056071.jpg,memorable,train
./data/lamem/images/00014849.jpg,not memorable,train
./data/lamem/images/00014624.jpg,memorable,train
./data/lamem/images/00029116.jpg,memorable,train
./data/lamem/images/00011335.jpg,memorable,train
./data/lamem/images/00002462.jpg,memorable,train
./data/lamem/images/00030143.jpg,not memorable,train
./data/lamem/images/00019674.jpg,memorable,train
./data/lamem/images/00016410.jpg,not memorable,train
./data/lamem/images/00028746.jpg,memorable,train
